episode,total_reward,step_count,success,success_rate,duration_s,epsilon,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count,action_8_count,action_9_count,most_used_action,scenario,loss,q_mean,q_max
379,29.399,87,1,0.3245,92.39,0.14961,3,4,0,33,3,2,0,24,17,1,attack_slot_0,LandStrike 1,133.629105,38.190826,79.472244
380,-14.2,128,1,0.3263,134.69,0.14886,2,4,1,35,3,2,3,37,39,2,radar_off,LandStrike 1,122.441406,37.802628,79.611351
381,-157.6,66,0,0.3255,76.72,0.14811,8,2,0,29,1,2,3,10,9,2,attack_slot_0,Escort1,141.771255,37.451355,79.23555
382,-138.2,18,0,0.3246,22.33,0.14737,4,1,0,11,0,0,0,1,1,0,attack_slot_0,Escort2,109.403114,38.184929,79.148445
383,55.92,71,1,0.3264,72.77,0.14664,2,1,1,46,1,0,0,8,6,6,attack_slot_0,Escort1,128.144806,38.195648,79.713737
384,-315.101,225,0,0.3255,245.03,0.1459,4,4,5,90,3,7,2,38,69,3,attack_slot_0,LandStrike 1,154.742172,37.509792,82.000771
385,-162.7,21,0,0.3247,23.39,0.14517,0,1,0,12,0,1,0,2,3,2,attack_slot_0,Escort2,131.806961,37.565407,80.369957
386,-194.3,148,0,0.3238,177.41,0.14445,4,1,1,3,1,3,1,48,85,1,radar_off,Escort2,121.614746,36.982666,79.95385
387,-273.101,225,0,0.323,236.35,0.14372,5,6,3,95,5,3,3,37,64,4,attack_slot_0,LandStrike 1,146.144791,36.692181,81.303009
388,-210.6,76,0,0.3222,64.79,0.14301,0,13,3,13,2,2,0,25,17,1,radar_on,Escort1,139.398361,37.715134,82.06385
389,87.16,78,1,0.3239,91.39,0.14229,0,3,0,17,2,0,1,27,27,1,radar_on,LandStrike 1,158.742889,37.136883,82.021225
390,41.52,71,1,0.3256,68.75,0.14158,0,3,0,14,1,2,0,23,23,5,radar_on,Escort1,128.920441,37.069454,81.772606
391,-118.8,63,0,0.3248,68.68,0.14087,0,1,1,36,1,1,2,8,10,3,attack_slot_0,Escort1,152.260941,36.941921,81.567314
392,-136.0,26,0,0.324,29.35,0.14017,0,1,0,13,0,0,0,5,5,2,attack_slot_0,Escort2,138.947647,38.166882,82.197456
393,-139.1,64,0,0.3232,68.64,0.13947,0,1,0,33,4,1,2,12,11,0,attack_slot_0,Escort1,145.680206,36.650658,82.475204
394,30.794,100,1,0.3249,103.63,0.13877,2,1,0,31,0,2,3,29,29,3,attack_slot_0,LandStrike 1,145.744553,36.116837,82.450569
395,-454.701,220,0,0.3241,232.19,0.13808,2,6,0,73,5,7,9,56,61,1,attack_slot_0,LandStrike 1,155.493835,37.064423,82.655441
396,-223.501,227,0,0.3232,224.17,0.13739,7,4,6,69,0,2,4,44,87,4,radar_off,LandStrike 1,144.622009,37.718243,83.68737
397,-237.1,148,0,0.3224,147.36,0.1367,2,1,4,3,0,1,0,101,34,2,radar_on,Escort2,138.091217,38.062218,83.491264
398,29.5,101,1,0.3241,110.65,0.13601,1,3,2,59,0,2,2,16,13,3,attack_slot_0,LandStrike 1,129.610733,37.521828,83.229927
399,-175.5,20,0,0.3233,24.27,0.13533,7,1,0,0,1,2,0,9,0,0,radar_on,Escort1,105.791832,38.189156,82.389717
400,-49.865,116,1,0.325,116.78,0.13466,0,1,2,54,3,0,5,24,24,3,attack_slot_0,LandStrike 1,126.727051,37.725502,83.998199
401,-339.801,227,0,0.3242,250.51,0.13398,4,10,2,64,5,4,4,73,57,4,radar_on,LandStrike 1,131.981415,38.496559,85.38089
402,-355.4,155,0,0.3234,155.79,0.13331,15,7,4,10,2,2,3,18,92,2,radar_off,Escort2,159.078629,38.716564,84.33876
403,-284.9,147,0,0.3226,155.8,0.13265,1,1,2,2,0,3,3,74,58,3,radar_on,Escort2,149.465103,36.841614,84.900146
404,-207.7,158,0,0.3218,159.63,0.13199,2,7,3,7,2,0,1,69,64,3,radar_on,Escort2,110.82605,37.101616,84.443832
405,-178.3,24,0,0.321,31.24,0.13133,0,1,0,13,0,0,0,3,6,1,attack_slot_0,Escort2,128.031723,36.417629,83.341705
406,-149.4,18,0,0.3202,21.31,0.13067,0,1,1,10,0,0,0,2,4,0,attack_slot_0,Escort2,130.98938,36.845642,84.33551
407,-151.0,24,0,0.3194,32.45,0.13002,0,1,0,13,0,0,0,5,5,0,attack_slot_0,Escort2,102.08078,36.89201,84.851807
408,-194.5,68,0,0.3186,68.72,0.12937,0,3,0,32,3,4,1,11,12,2,attack_slot_0,Escort1,119.103088,37.934174,84.998772
409,-154.7,18,0,0.3178,21.32,0.12872,0,2,0,10,1,0,0,3,2,0,attack_slot_0,Escort2,192.025635,38.262417,84.092682
410,-110.4,67,0,0.3171,68.67,0.12807,1,2,1,16,3,1,0,23,19,1,radar_on,Escort1,145.047867,38.307095,85.25238
411,-132.5,23,0,0.3163,31.88,0.12743,0,1,0,5,0,0,0,11,6,0,radar_on,Escort2,132.855484,37.82991,85.042946
412,-99.957,195,1,0.318,194.89,0.1268,2,3,2,108,1,5,4,41,25,4,attack_slot_0,LandStrike 1,117.908813,36.795918,84.699593
413,-230.101,225,0,0.3172,242.46,0.12616,4,7,2,94,2,2,5,51,54,4,attack_slot_0,LandStrike 1,141.875534,37.300163,84.298691
414,-263.5,149,0,0.3164,159.72,0.12553,11,1,1,2,0,4,2,54,72,2,radar_off,Escort2,142.510254,37.203075,83.355598
415,-261.919,217,0,0.3157,226.33,0.1249,3,3,3,76,5,3,3,43,74,4,attack_slot_0,LandStrike 1,133.40654,36.467701,83.409378
416,52.76,141,1,0.3173,155.92,0.12428,3,3,0,46,1,2,1,33,49,3,radar_off,LandStrike 1,105.387482,36.068233,82.248436
417,114.2,75,1,0.3189,80.18,0.12366,3,2,0,17,1,0,0,15,37,0,radar_off,LandStrike 1,121.181267,36.558228,82.358086
418,-195.7,19,0,0.3182,28.28,0.12304,0,1,0,3,0,2,0,7,6,0,radar_on,Escort2,119.281906,36.424419,83.098778
419,-178.2,21,0,0.3174,24.3,0.12243,8,1,1,0,0,1,0,8,2,0,nothing,Escort1,122.181969,35.115166,83.379219
420,-231.401,227,0,0.3167,236.71,0.12181,0,7,6,80,1,4,3,90,34,2,radar_on,LandStrike 1,128.016785,36.375484,84.248123
421,9.696,143,1,0.3183,161.44,0.1212,4,3,1,0,1,1,2,73,58,0,radar_on,Escort2,123.922447,36.469479,84.839722
422,100.32,64,1,0.3199,68.67,0.1206,0,0,1,41,0,2,0,11,9,0,attack_slot_0,Escort1,98.916016,36.385357,83.486954
423,-209.0,66,0,0.3191,68.7,0.12,1,2,2,11,1,2,2,17,27,1,radar_off,Escort1,89.272728,36.639053,84.308548
424,-132.8,16,0,0.3184,20.33,0.1194,1,1,0,0,0,0,0,9,5,0,radar_on,Escort1,106.402878,36.183556,84.917534
425,-137.7,67,0,0.3176,68.7,0.1188,0,1,2,38,1,2,2,12,7,2,attack_slot_0,Escort1,94.520531,36.286797,85.092384
426,-139.301,228,0,0.3169,228.23,0.1182,2,5,7,63,2,3,0,65,78,3,radar_off,LandStrike 1,126.961884,36.308208,85.394714
427,106.307,73,1,0.3185,82.29,0.11761,1,0,0,18,1,0,0,22,30,1,radar_off,LandStrike 1,126.995049,37.377621,85.184837
428,-359.5,153,0,0.3178,156.12,0.11702,9,3,5,1,3,3,2,60,32,35,radar_on,Escort2,118.875359,36.827,86.198143
429,-131.0,65,0,0.317,68.74,0.11644,0,2,0,35,0,4,0,18,6,0,attack_slot_0,Escort1,112.63681,37.46172,86.184555
430,-58.3,61,0,0.3163,77.96,0.11586,0,1,0,19,1,1,0,22,17,0,radar_on,Escort1,88.653809,36.069759,85.463005
431,4.8,159,1,0.3179,170.44,0.11528,0,2,3,58,2,3,1,50,38,2,attack_slot_0,LandStrike 1,113.732422,36.281307,85.282608
432,-176.1,23,0,0.3171,26.3,0.1147,0,1,0,10,1,0,1,5,4,1,attack_slot_0,Escort2,130.251266,36.293285,84.846916
433,-141.2,18,0,0.3164,22.28,0.11413,0,2,1,7,0,0,0,4,4,0,attack_slot_0,Escort2,138.573669,37.676495,85.905266
434,109.44,79,1,0.318,88.07,0.11356,0,1,2,22,1,0,0,35,17,1,radar_on,LandStrike 1,120.445053,37.240345,88.828857
435,-128.2,22,0,0.3172,31.32,0.11299,0,1,0,9,0,0,0,6,6,0,attack_slot_0,Escort2,88.982361,36.2397,86.573723
436,-287.673,223,0,0.3165,226.36,0.11243,6,6,4,77,0,4,6,51,63,6,attack_slot_0,LandStrike 1,112.666168,37.335011,86.964851
437,-197.801,227,0,0.3158,237.99,0.11186,1,7,4,58,5,1,3,72,74,2,radar_off,LandStrike 1,94.587845,37.084152,86.689011
438,-70.5,65,0,0.3151,73.32,0.1113,1,2,0,38,0,2,0,6,15,1,attack_slot_0,Escort1,85.231018,37.535545,87.261078
439,96.391,63,1,0.3166,67.8,0.11075,1,2,3,48,0,2,0,4,3,0,attack_slot_0,Escort1,117.813927,37.335373,88.025864
440,-171.4,22,0,0.3159,30.55,0.11019,0,0,2,11,0,1,0,4,4,0,attack_slot_0,Escort2,85.261139,36.719955,87.300072
441,82.52,65,1,0.3175,72.06,0.10964,4,0,2,51,0,1,2,2,2,1,attack_slot_0,Escort1,110.301651,36.78204,88.553787
442,-19.5,61,0,0.3167,68.15,0.10909,0,2,0,39,0,1,0,5,14,0,attack_slot_0,Escort1,118.642792,36.776127,87.160645
443,-206.1,25,0,0.316,27.37,0.10855,0,1,0,3,2,0,0,13,4,2,radar_on,Escort2,100.239883,36.06757,87.672012
444,-155.2,20,0,0.3153,24.26,0.10801,0,0,1,0,0,0,0,2,16,1,radar_off,Escort1,101.484001,37.159821,88.424881
445,88.641,64,1,0.3169,64.73,0.10747,0,1,1,49,0,1,1,4,4,3,attack_slot_0,Escort1,122.276375,37.062744,88.538048
446,21.1,123,1,0.3184,128.86,0.10693,3,3,5,36,1,0,3,37,32,3,radar_on,LandStrike 1,94.831573,37.625435,89.127663
447,-159.9,65,0,0.3177,68.67,0.10639,36,1,0,8,1,3,0,7,8,1,nothing,Escort1,107.268776,37.535133,89.526382
448,-156.6,65,0,0.317,70.17,0.10586,30,2,1,12,1,2,1,7,7,2,nothing,Escort1,130.348465,36.537457,89.154572
449,51.72,66,1,0.3185,68.63,0.10533,47,1,2,2,0,1,1,6,6,0,nothing,Escort1,101.267876,36.920567,89.837044
450,-38.2,220,1,0.32,217.14,0.10481,1,6,4,82,3,2,2,48,68,4,attack_slot_0,LandStrike 1,109.987679,36.448551,89.79744
451,-142.0,20,0,0.3193,27.74,0.10428,0,2,0,11,0,0,0,6,0,1,attack_slot_0,Escort2,165.133377,35.890026,87.966454
452,-262.501,230,0,0.3186,236.14,0.10376,14,8,6,67,1,3,4,62,61,4,attack_slot_0,LandStrike 1,103.94429,36.558815,89.230179
453,118.2,108,1,0.3201,122.81,0.10324,2,2,0,37,1,0,0,31,33,2,attack_slot_0,LandStrike 1,94.773376,37.484444,88.585785
454,-89.974,211,1,0.3216,222.22,0.10273,2,6,3,108,2,5,2,34,46,3,attack_slot_0,LandStrike 1,100.407379,36.624016,89.912628
455,-105.9,65,0,0.3209,77.82,0.10221,10,2,0,7,0,0,1,18,19,8,radar_off,Escort1,93.226578,36.900707,89.039078
456,-118.0,67,0,0.3202,77.5,0.1017,7,1,2,24,0,2,1,12,16,2,attack_slot_0,Escort1,67.917648,36.96093,88.714935
457,-3.443,81,1,0.3217,100.01,0.10119,0,2,0,23,3,1,1,36,15,0,radar_on,LandStrike 1,74.188934,36.899498,89.048286
458,13.16,107,1,0.3231,115.92,0.10069,0,2,2,54,2,2,2,20,20,3,attack_slot_0,LandStrike 1,94.611572,36.069252,89.823433
459,-162.5,23,0,0.3224,26.32,0.10018,7,2,0,2,0,1,0,5,6,0,nothing,Escort2,151.860901,37.462658,88.364502
460,-150.1,17,0,0.3217,21.37,0.09968,8,1,0,1,0,0,0,4,3,0,nothing,Escort2,186.418869,35.114666,88.609192
461,75.48,76,1,0.3232,81.16,0.09918,8,1,1,21,0,0,1,23,21,0,radar_on,LandStrike 1,107.585144,36.773834,89.603981
462,-128.3,65,0,0.3225,73.65,0.09869,9,1,2,10,0,0,1,7,8,27,move_to_target,Escort1,124.289841,36.876099,90.134644
463,-148.4,63,0,0.3218,64.79,0.09819,6,3,2,27,1,1,1,7,9,6,attack_slot_0,Escort1,73.013191,38.054379,89.6978
464,-82.8,68,0,0.3211,77.2,0.0977,5,2,1,37,1,0,0,9,11,2,attack_slot_0,Escort1,92.177101,37.102158,90.58918
465,-118.1,20,0,0.3204,24.25,0.09721,0,1,0,1,1,0,0,9,8,0,radar_on,Escort1,75.551109,37.613445,89.238815
466,-169.7,18,0,0.3197,22.27,0.09673,1,1,0,7,1,1,0,4,3,0,attack_slot_0,Escort2,140.408401,37.749413,89.272102
467,-138.8,22,0,0.3191,28.36,0.09625,0,2,1,0,0,0,0,8,10,1,radar_off,Escort1,149.312164,37.533485,90.306633
468,72.08,104,1,0.3205,115.87,0.09576,1,2,1,33,3,0,0,30,32,2,attack_slot_0,LandStrike 1,109.303375,36.96888,90.480766
469,-195.5,26,0,0.3198,28.34,0.09529,1,1,0,1,1,0,1,13,6,2,radar_on,Escort2,167.583344,35.978226,88.974373
470,45.86,94,1,0.3213,105.71,0.09481,0,2,3,39,2,0,0,33,14,1,attack_slot_0,LandStrike 1,112.782547,36.51936,90.628189
471,88.18,81,1,0.3227,103.0,0.09433,0,1,0,38,0,1,2,22,17,0,attack_slot_0,LandStrike 1,132.889465,36.823048,89.688927
472,52.99,111,1,0.3242,130.52,0.09386,0,2,1,30,0,2,1,18,56,1,radar_off,LandStrike 1,128.819519,37.198536,90.631592
473,57.72,64,1,0.3256,68.72,0.09339,1,0,2,45,0,3,1,6,6,0,attack_slot_0,Escort1,102.208084,35.70417,90.627647
474,91.98,92,1,0.327,100.66,0.09293,2,0,1,28,0,1,0,8,51,1,radar_off,LandStrike 1,108.77639,37.263012,92.16053
475,76.955,77,1,0.3284,85.1,0.09246,1,3,1,45,0,1,0,20,6,0,attack_slot_0,LandStrike 1,108.172661,36.980442,91.365959
476,-58.0,67,0,0.3277,68.68,0.092,0,2,0,41,2,0,0,7,13,2,attack_slot_0,Escort1,64.385681,37.634827,90.847511
477,-162.8,23,0,0.327,31.5,0.09154,0,1,0,9,1,0,0,7,5,0,attack_slot_0,Escort2,110.753098,38.107426,91.376053
478,27.337,92,1,0.3285,105.66,0.09108,1,1,0,20,0,0,5,21,43,1,radar_off,LandStrike 1,84.719887,38.965092,91.477997
479,-42.2,65,0,0.3278,73.03,0.09063,0,1,1,17,1,0,0,22,22,1,radar_on,Escort1,77.799011,38.582573,91.260368
480,119.18,73,1,0.3292,80.35,0.09017,0,4,0,31,1,0,0,18,19,0,attack_slot_0,LandStrike 1,93.535721,39.725998,91.274826
481,-141.8,18,0,0.3285,22.32,0.08972,0,1,0,9,0,0,0,4,4,0,attack_slot_0,Escort2,101.308624,37.446365,90.955795
482,-82.9,67,0,0.3278,68.7,0.08927,4,2,1,29,2,0,1,8,19,1,attack_slot_0,Escort1,107.703598,38.659996,92.100525
483,58.72,85,1,0.3292,98.09,0.08883,0,0,1,32,3,1,0,25,21,2,attack_slot_0,LandStrike 1,115.537361,39.500988,92.253181
484,-156.5,17,0,0.3285,21.34,0.08838,0,0,1,8,0,1,0,4,3,0,attack_slot_0,Escort2,77.756668,40.660263,92.189468
485,-141.9,68,0,0.3278,78.78,0.08794,4,2,3,22,0,1,2,16,17,1,attack_slot_0,Escort1,112.217979,39.292694,92.843124
486,-165.0,25,0,0.3272,32.25,0.0875,0,1,1,10,0,0,1,6,6,0,attack_slot_0,Escort2,112.168259,38.592632,92.419601
487,-131.8,20,0,0.3265,24.33,0.08706,0,1,0,11,0,0,0,4,4,0,attack_slot_0,Escort2,149.478027,37.693726,90.425507
488,-138.1,22,0,0.3258,26.29,0.08663,0,0,1,8,0,0,0,7,6,0,attack_slot_0,Escort2,154.071228,38.95055,90.513527
489,-154.7,22,0,0.3252,36.16,0.0862,1,0,1,5,0,0,0,2,2,11,move_to_target,Escort2,94.366814,38.042046,91.091896
490,86.592,60,1,0.3265,64.71,0.08576,10,0,2,28,1,2,0,8,8,1,attack_slot_0,Escort1,131.857178,37.707027,91.550583
491,-157.5,23,0,0.3259,27.29,0.08534,2,1,0,9,0,0,0,10,1,0,radar_on,Escort2,125.695602,37.323803,91.273788
492,-153.9,23,0,0.3252,26.23,0.08491,5,1,1,5,0,0,0,8,3,0,radar_on,Escort2,122.832413,38.594849,91.609085
493,97.829,89,1,0.3266,97.93,0.08448,0,1,0,24,2,0,0,23,38,1,radar_off,LandStrike 1,84.496048,37.71616,92.277824
494,-273.001,224,0,0.3259,238.42,0.08406,12,7,1,95,3,3,4,31,65,3,attack_slot_0,LandStrike 1,102.675865,38.580254,93.500061
495,53.12,66,1,0.3273,74.37,0.08364,16,2,0,31,0,1,1,8,6,1,attack_slot_0,Escort1,91.880272,38.430702,92.910774
496,86.296,130,1,0.3286,136.44,0.08322,3,2,0,52,0,1,1,37,30,4,attack_slot_0,LandStrike 1,140.253479,37.807198,92.919868
497,133.46,72,1,0.33,82.35,0.08281,0,1,0,43,0,1,0,15,12,0,attack_slot_0,LandStrike 1,107.34288,37.616997,92.119202
498,-201.7,27,0,0.3293,30.31,0.08239,0,1,1,2,0,1,1,10,11,0,radar_off,Escort2,82.476616,38.456493,92.300941
499,-141.8,18,0,0.3287,22.32,0.08198,0,1,0,9,0,0,0,4,4,0,attack_slot_0,Escort2,192.116058,37.388752,90.726654
500,-177.1,23,0,0.328,26.37,0.08157,1,1,1,10,0,1,0,5,4,0,attack_slot_0,Escort2,152.722565,35.929981,91.754433
501,-129.7,20,0,0.3273,24.27,0.08116,0,1,0,8,0,0,0,5,6,0,attack_slot_0,Escort1,45.650902,36.147911,91.143684
502,-132.6,19,0,0.3267,23.37,0.08076,0,1,0,10,0,0,0,5,3,0,attack_slot_0,Escort2,51.229076,37.913811,90.942665
503,-135.5,23,0,0.326,31.29,0.08035,0,1,1,10,0,0,0,5,6,0,attack_slot_0,Escort2,142.95871,37.770901,91.351906
504,92.76,82,1,0.3274,91.91,0.07995,19,0,0,15,1,0,1,22,22,2,radar_on,LandStrike 1,119.365685,38.220234,91.988068
505,-140.6,145,0,0.3267,150.58,0.07955,27,1,3,2,1,0,0,57,53,1,radar_on,Escort2,116.768127,38.078743,94.379135
506,53.56,146,1,0.3281,152.85,0.07916,2,3,2,45,1,2,1,44,44,2,attack_slot_0,LandStrike 1,131.657669,38.679047,93.191719
507,-131.0,24,0,0.3274,28.28,0.07876,0,1,0,13,0,0,0,5,5,0,attack_slot_0,Escort2,71.368713,39.968521,92.344185
508,-150.9,17,0,0.3268,21.31,0.07837,0,1,0,11,0,0,0,3,2,0,attack_slot_0,Escort2,121.467216,37.611248,92.567856
509,39.92,72,1,0.3281,78.24,0.07797,1,2,0,45,2,0,0,4,3,15,attack_slot_0,Escort1,118.013199,38.852512,93.549225
510,-144.3,24,0,0.3275,27.34,0.07758,0,0,3,7,0,0,0,6,7,1,attack_slot_0,Escort2,110.412254,38.779804,92.948448
511,92.483,73,1,0.3288,84.5,0.0772,1,2,0,33,0,1,1,17,17,1,attack_slot_0,LandStrike 1,102.426529,39.572365,93.087952
512,-128.701,221,0,0.3281,237.8,0.07681,1,4,2,87,2,1,2,59,60,3,attack_slot_0,LandStrike 1,117.123337,39.0536,94.000008
513,102.12,75,1,0.3294,79.14,0.07643,0,0,1,32,1,1,0,19,19,2,attack_slot_0,LandStrike 1,117.039795,40.058937,93.387726
514,-162.1,21,0,0.3288,23.39,0.07604,10,1,1,1,0,0,0,4,3,1,nothing,Escort2,136.841476,38.533012,91.813789
515,22.477,161,1,0.3301,171.98,0.07566,1,2,2,95,3,0,2,28,25,3,attack_slot_0,LandStrike 1,143.545029,39.718872,92.322273
516,-138.1,64,0,0.3295,73.65,0.07529,20,1,3,0,2,0,1,30,7,0,radar_on,Escort1,136.356491,38.770947,91.245308
517,92.059,92,1,0.3308,95.43,0.07491,9,1,1,34,1,0,0,22,23,1,attack_slot_0,LandStrike 1,116.946526,38.942162,92.4459
518,-165.7,22,0,0.3301,31.34,0.07453,0,0,1,2,0,0,1,7,0,11,move_to_target,Escort2,129.477631,39.106216,91.909653
519,-146.2,66,0,0.3295,72.98,0.07416,6,0,2,2,0,0,1,10,12,33,move_to_target,Escort1,139.035645,39.424355,92.937325
520,78.475,81,1,0.3308,83.24,0.07379,2,2,2,36,1,0,1,30,7,0,attack_slot_0,LandStrike 1,138.706833,38.690678,92.666336
521,100.78,89,1,0.3321,96.18,0.07342,1,1,2,38,0,0,1,31,14,1,attack_slot_0,LandStrike 1,117.777718,38.084862,92.251602
522,118.78,137,1,0.3333,141.99,0.07305,0,1,0,76,0,0,1,37,20,2,attack_slot_0,LandStrike 1,152.760956,40.543388,92.507645
523,-148.6,61,0,0.3327,64.76,0.07269,1,1,1,47,3,1,1,3,3,0,attack_slot_0,Escort1,131.163422,39.769119,92.812225
524,-193.2,23,0,0.3321,26.3,0.07233,0,2,0,7,1,1,0,1,11,0,radar_off,Escort2,82.147926,38.693016,91.290016
525,-248.5,43,0,0.3314,24.41,0.07196,0,14,0,3,0,1,0,5,10,10,move_random,Escort1,116.964363,39.286293,91.150368
526,-149.3,24,0,0.3308,28.47,0.0716,1,1,0,1,0,0,0,4,17,0,radar_off,Escort2,129.622635,38.867802,91.929771
527,26.98,109,1,0.3321,120.62,0.07125,1,2,0,39,1,3,1,30,29,3,attack_slot_0,LandStrike 1,126.790123,39.197208,92.171303
528,-158.8,23,0,0.3314,26.27,0.07089,0,0,1,7,0,0,0,2,1,12,move_to_target,Escort2,87.537834,37.466061,92.14843
529,101.332,99,1,0.3327,113.88,0.07054,1,2,1,37,0,0,1,31,25,1,attack_slot_0,LandStrike 1,126.246727,38.694454,91.997841
530,97.1,77,1,0.334,80.19,0.07018,0,1,1,35,1,1,0,19,18,1,attack_slot_0,LandStrike 1,136.583267,38.824085,92.395096
531,-144.5,22,0,0.3333,30.92,0.06983,0,0,1,8,0,0,0,1,1,11,move_to_target,Escort2,136.071594,39.428627,91.528549
532,134.902,77,1,0.3346,86.39,0.06948,8,0,0,27,0,0,0,24,17,1,attack_slot_0,LandStrike 1,137.345856,38.922577,92.616463
533,84.5,132,1,0.3358,135.57,0.06914,6,2,3,56,0,1,0,27,34,3,attack_slot_0,LandStrike 1,119.6455,40.321346,94.236488
534,65.22,82,1,0.3371,88.34,0.06879,0,2,1,33,2,1,1,20,21,1,attack_slot_0,LandStrike 1,126.75164,41.629269,93.430145
535,-93.7,58,0,0.3364,67.68,0.06845,11,1,0,8,0,1,0,6,31,0,radar_off,Escort1,99.314713,40.874096,92.002335
536,-144.9,22,0,0.3358,26.3,0.0681,4,0,2,1,0,0,0,6,9,0,radar_off,Escort2,181.609116,40.800579,91.743866
537,19.88,83,1,0.3371,95.51,0.06776,14,3,1,39,0,0,2,22,2,0,attack_slot_0,LandStrike 1,139.425232,41.112572,92.22406
538,25.366,79,1,0.3383,86.76,0.06742,0,1,1,19,3,2,0,18,34,1,radar_off,LandStrike 1,139.355957,41.40913,91.928101
539,-151.3,24,0,0.3377,28.29,0.06709,11,1,0,1,0,0,0,6,5,0,nothing,Escort2,159.691467,42.119095,91.506577
540,-169.2,24,0,0.337,26.3,0.06675,2,3,0,6,0,0,1,2,10,0,radar_off,Escort2,127.793335,41.093945,91.771645
541,81.611,82,1,0.3383,92.29,0.06642,2,1,0,53,0,1,1,15,8,1,attack_slot_0,LandStrike 1,126.142807,41.275677,91.264061
542,-308.2,148,0,0.3376,155.44,0.06609,12,1,3,0,3,0,0,91,1,37,radar_on,Escort2,117.991463,42.189117,91.621773
543,-124.1,64,0,0.337,68.67,0.06576,27,1,0,15,1,1,0,15,4,0,nothing,Escort1,125.211197,40.313705,91.774704
544,-206.6,141,0,0.3364,164.26,0.06543,0,0,6,0,1,0,2,29,103,0,radar_off,Escort2,141.197495,40.051598,91.291122
545,83.82,76,1,0.3376,87.65,0.0651,0,0,1,37,0,3,0,18,15,2,attack_slot_0,LandStrike 1,105.929253,38.215679,90.736244
546,106.74,78,1,0.3388,78.13,0.06477,0,3,2,33,0,0,0,30,9,1,attack_slot_0,LandStrike 1,128.024551,39.461945,90.840324
547,-183.933,217,0,0.3382,217.37,0.06445,5,6,2,151,1,2,1,8,38,3,attack_slot_0,LandStrike 1,118.922577,40.235233,90.527855
548,-16.62,147,1,0.3394,159.12,0.06413,0,0,7,0,0,3,1,26,109,1,radar_off,Escort2,142.055862,39.802071,89.871368
549,103.04,73,1,0.3406,82.04,0.06381,0,1,0,22,1,0,1,18,30,0,radar_off,LandStrike 1,110.393806,39.658649,90.181511
550,116.378,60,1,0.3418,64.79,0.06349,2,0,3,45,1,1,0,4,4,0,attack_slot_0,Escort1,102.850876,37.986549,89.154305
551,123.36,77,1,0.343,95.22,0.06317,1,0,0,23,0,0,2,25,25,1,radar_on,LandStrike 1,96.749123,38.887444,88.801094
552,-236.8,147,0,0.3424,164.32,0.06286,3,2,3,0,0,2,2,43,92,0,radar_off,Escort2,98.912857,38.675949,90.224991
553,-72.0,62,0,0.3418,64.68,0.06254,3,2,0,13,1,0,0,9,33,1,radar_off,Escort1,96.34391,38.256084,89.899963
554,49.78,199,1,0.343,217.56,0.06223,3,2,1,124,1,1,0,12,53,2,attack_slot_0,LandStrike 1,112.780937,38.23151,91.305275
555,42.86,74,1,0.3441,77.15,0.06192,0,3,1,47,2,1,1,5,14,0,attack_slot_0,LandStrike 1,86.978004,39.303097,90.869499
556,40.92,88,1,0.3453,93.42,0.06161,7,0,0,34,0,1,2,43,0,1,radar_on,LandStrike 1,125.263527,40.811939,92.300003
557,-248.3,150,0,0.3447,154.32,0.0613,0,4,0,0,2,1,1,9,132,1,radar_off,Escort2,126.444099,40.430809,92.533188
558,-233.1,148,0,0.3441,159.98,0.06099,0,2,4,0,0,0,2,106,33,1,radar_on,Escort2,106.640602,40.000427,92.542839
559,92.126,60,1,0.3453,67.79,0.06069,3,0,4,4,0,0,0,9,40,0,radar_off,Escort1,155.620163,38.990379,92.101738
560,-228.1,151,0,0.3446,165.16,0.06038,1,3,6,1,0,2,0,21,102,15,radar_off,Escort2,110.463875,38.939842,93.001251
